Country,Text,Translation,Type,Item,Region1,Region2,Region3,Region4,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,Region1_Surprisal,Region2_Surprisal,Region3_Surprisal,Region4_Surprisal
BCS,El cirujano operó el riñón que salvó finalmente el joven de la muerte.,The surgeon operated on the kidney that the youth finally saved from death.,OIA,22,7,8,9-10,11-13,8.497128,18.968533,17.44223,4.79245,19.12575,5.019741,10.739702,10.807022,4.082852,8.263185,3.031382,1.719494,7.596426,,10.739702,10.807022,12.346037,12.347302
BCS,Vitorearon al boxeador que tiró duramente al aspirante en el cuadrilátero.,They cheered the boxer that harshly knocked down the candidate in the ring.,SAA,23,5,6,7-8,9-11,34.044134,11.089312,21.492866,9.739306,14.477727,13.388263,4.506014,15.052951,4.606059,1.986795,26.509267,,,,14.477727,13.388263,19.558965,33.102121
BCS,Vitorearon el golpe que tiró duramente al aspirante en el cuadrilátero.,They cheered the hit that harshly knocked down the candidate in the ring.,SIA,23,5,6,7-8,9-11,34.044134,10.145952,15.153952,9.72536,14.696427,14.318478,5.05184,13.978394,4.118092,1.670645,28.66399,,,,14.696427,14.318478,19.030234,34.452727
BCS,Vitorearon al boxeador que tiró duramente el aspirante en el cuadrilátero.,They cheered the boxer that the candidate harshly knocked down in the ring.,OAA,23,5,6,7-8,9-11,34.044134,11.089312,21.492866,9.739306,14.477727,13.388263,3.525545,13.82908,4.465542,1.947696,26.731053,,,,14.477727,13.388263,17.354625,33.144291
BCS,Vitorearon el golpe que tiró duramente el aspirante en el cuadrilátero.,They cheered the hit that the candidate harshly launched in the ring,OIA,23,5,6,7-8,9-11,34.044134,10.145952,15.153952,9.72536,14.696427,14.318478,4.102622,13.409805,4.096997,1.711069,28.873914,,,,14.696427,14.318478,17.512427,34.68198
BCS,La competencia manipuló al piloto que superó ampliamente al campeón en la final.,The competition affected the pilot that easily overcame the champion in the final.,SAA,24,7,8,9-10,11-13,8.532284,10.121203,19.733972,6.317378,12.199646,6.056346,11.563331,17.316256,4.557813,16.795349,4.269669,2.551899,8.210491,,11.563331,17.316256,21.353162,15.032059
BCS,La competencia manipuló el coche que superó ampliamente al campeón en la final.,The competition affected the car that easily overcame the champion in the final.,SIA,24,7,8,9-10,11-13,8.532284,10.121203,19.733972,4.704097,11.552984,6.378147,11.028518,17.763042,4.957188,15.868843,4.050677,2.406127,7.793077,,11.028518,17.763042,20.826031,14.249881
BCS,La competencia manipuló al piloto que superó ampliamente el campeón en la final.,The competition affected the pilot that the champion easily overcame in the final.,OAA,24,7,8,9-10,11-13,8.532284,10.121203,19.733972,6.317378,12.199646,6.056346,11.563331,17.316256,4.073438,15.530612,4.237734,2.522357,8.262002,,11.563331,17.316256,19.60405,15.022093
BCS,La competencia manipuló el coche que superó ampliamente el campeón en la final.,The competition affected the car that the champion easily overcame in the final.,OIA,24,7,8,9-10,11-13,8.532284,10.121203,19.733972,4.704097,11.552984,6.378147,11.028518,17.763042,3.925937,14.934021,4.005088,2.379421,7.776503,,11.028518,17.763042,18.859958,14.161012
BCS,La audiencia ovacionó al solista que llevó ese año al director al certamen.,The audience applauded the soloist that took the director to the competition this year.,SAA,25,7,8-9,10-11,12-13,8.532284,10.662053,21.545485,8.218891,11.157825,4.533252,6.667199,7.71382,2.965296,4.943853,6.590402,4.62359,9.322295,,6.667199,10.679116,11.534255,13.945885
BCS,La audiencia ovacionó la sonata que llevó ese año al director al certamen.,The audience applauded the sonata that took the director to the competition this year.,SIA,25,7,8-9,10-11,12-13,8.532284,10.662053,21.545485,7.214985,13.39958,6.414175,6.864045,6.832522,3.119039,4.911431,7.243767,4.926956,10.461248,,6.864045,9.951561,12.155198,15.388204
BCS,La audiencia ovacionó al solista que llevó ese año el director al certamen.,The audience applauded the soloist that the director took to the competition this year.,OAA,25,7,8-9,10-11,12-13,8.532284,10.662053,21.545485,8.218891,11.157825,4.533252,6.667199,7.71382,2.965296,3.646978,6.537826,4.903548,9.815965,,6.667199,10.679116,10.184804,14.719513
BCS,La audiencia ovacionó la sonata que llevó ese año el director al certamen.,The audience applauded the sonata that the director took to the competition this year.,OIA,25,7,8-9,10-11,12-13,8.532284,10.662053,21.545485,7.214985,13.39958,6.414175,6.864045,6.832522,3.119039,4.083306,7.191596,5.142975,10.736162,,6.864045,9.951561,11.274902,15.879137
BCS,El reportero conocía al abogado que salvó finalmente al millonario de la ruina.,The journalist knew the lawyer that finally saved the millionaire from the crash.,SAA,26,7,8,9-10,11-13,8.497128,13.04158,17.737958,4.244149,13.177552,5.876072,14.40512,9.449215,4.304967,15.889156,2.038335,1.772289,11.667315,,14.40512,9.449215,20.194123,15.477939
BCS,El reportero conocía la inversión que salvó finalmente al millonario de la ruina.,The journalist knew the investment that finally saved the millionaire from the crash.,SIA,26,7,8,9-10,11-13,8.497128,13.04158,17.737958,3.017586,9.193226,4.111569,13.482364,10.455536,4.322774,17.484422,1.868731,1.670688,12.861164,,13.482364,10.455536,21.807196,16.400583
BCS,El reportero conocía al abogado que salvó finalmente el millonario de la ruina.,The journalist knew the lawyer that the millionaire finally saved from the crash.,OAA,26,7,8,9-10,11-13,8.497128,13.04158,17.737958,4.244149,13.177552,5.876072,14.40512,9.449215,3.50028,16.071873,2.018676,1.784325,11.715389,,14.40512,9.449215,19.572153,15.51839
BCS,El reportero conocía la inversión que salvó finalmente el millonario de la ruina.,The journalist knew the investment that the millionaire finally saved from the crash.,OIA,26,7,8,9-10,11-13,8.497128,13.04158,17.737958,3.017586,9.193226,4.111569,13.482364,10.455536,3.299336,16.854002,1.824162,1.694584,12.938516,,13.482364,10.455536,20.153338,16.457262
BCS,El botones reconoció al policía que descubrió súbitamente al espía en el hotel.,The bellboy recognized the policeman that discovered the spy by chance in the hotel.,SAA,27,7,8,9-10,11-13,8.497128,16.557007,17.466933,4.311381,9.84531,3.126846,11.727693,18.443623,4.644554,12.168032,3.725823,2.198603,8.55698,,11.727693,18.443623,16.812586,14.481406
BCS,El botones reconoció la firma que descubrió súbitamente al espía en el hotel.,The bellboy recognized the signature that revealed the spy by chance in the hotel.,SIA,27,7,8,9-10,11-13,8.497128,16.557007,17.466933,3.405131,7.458404,4.141379,15.04165,18.728057,5.141037,12.824278,3.675439,2.251159,8.469206,,15.04165,18.728057,17.965315,14.395804
BCS,El botones reconoció al policía que descubrió súbitamente el espía en el hotel.,The bellboy recognized the policeman that the spy discovered by chance in the hotel.,OAA,27,7,8,9-10,11-13,8.497128,16.557007,17.466933,4.311381,9.84531,3.126846,11.727693,18.443623,3.507835,11.861659,3.745955,2.20278,8.538986,,11.727693,18.443623,15.369494,14.487721
BCS,El botones reconoció la firma que descubrió súbitamente el espía en el hotel.,The bellboy recognized the signature that the spy discovered by chance in the hotel.,OIA,27,7,8,9-10,11-13,8.497128,16.557007,17.466933,3.405131,7.458404,4.141379,15.04165,18.728057,3.660569,12.38548,3.648851,2.212517,8.453621,,15.04165,18.728057,16.046049,14.314989
BCS,El jurado eligió al vocalista que llevó justamente al grupo al premio final.,The committee chose the vocalist that led the band justly to the final prize.,SAA,28,7,8,9-10,11-13,8.497128,10.73804,15.073089,3.796435,10.27257,4.436514,6.913076,11.447292,4.386273,6.368997,4.900294,7.770828,8.281173,,6.913076,11.447292,10.75527,20.952295
BCS,El jurado eligió la canción que llevó justamente al grupo al premio final.,The committee chose the song that led the band justly to the final prize.,SIA,28,7,8,9-10,11-13,8.497128,10.73804,15.073089,2.866747,7.059557,4.557298,7.240076,11.13176,4.871633,6.007488,4.916569,8.165875,8.526089,,7.240076,11.13176,10.879121,21.608533
BCS,El jurado eligió al vocalista que llevó justamente el grupo al premio final.,The committee chose the vocalist that the band led justly to the final prize.,OAA,28,7,8,9-10,11-13,8.497128,10.73804,15.073089,3.796435,10.27257,4.436514,6.913076,11.447292,3.659711,6.111442,4.933719,7.535994,8.366032,,6.913076,11.447292,9.771153,20.835745
BCS,El jurado eligió la canción que llevó justamente el grupo al premio final.,The committee chose the song that the band led justly to the final prize.,OIA,28,7,8,9-10,11-13,8.497128,10.73804,15.073089,2.866747,7.059557,4.557298,7.240076,11.13176,3.789601,6.016521,4.904016,7.916007,8.513216,,7.240076,11.13176,9.806122,21.333239
BCS,Tiraron tomates al secretario que llevaba esa tarde al diplomático al mitin.,They threw tomatoes at the secretary that took the diplomat to the rally this afternoon.,SAA,29,6,7-8,9-10,11-12,26.408755,21.183946,6.331225,15.899375,6.061946,7.873797,7.652675,4.093198,4.215896,14.143218,4.834688,13.944377,,,7.873797,11.745873,18.359114,18.779065
BCS,Tiraron tomates al coche que llevaba esa tarde al diplomático al mitin.,They threw tomatoes at the car that took the diplomat to the rally this afternoon.,SIA,29,6,7-8,9-10,11-12,26.408755,21.183946,6.331225,13.833629,9.384492,8.293478,8.053549,4.638987,3.524365,14.589028,4.834002,13.404068,,,8.293478,12.692536,18.113393,18.23807
BCS,Tiraron tomates al secretario que llevaba esa tarde el diplomático al mitin.,They threw tomatoes at the secretary that the diplomat took to the rally this afternoon.,OAA,29,6,7-8,9-10,11-12,26.408755,21.183946,6.331225,15.899375,6.061946,7.873797,7.652675,4.093198,3.571364,14.565253,4.996505,13.628551,,,7.873797,11.745873,18.136617,18.625056
BCS,Tiraron tomates al coche que llevaba esa tarde el diplomático al mitin.,They threw tomatoes at the car that the diplomat carried to the rally this afternoon.,OIA,29,6,7-8,9-10,11-12,26.408755,21.183946,6.331225,13.833629,9.384492,8.293478,8.053549,4.638987,3.336865,14.781257,4.973821,13.216457,,,8.293478,12.692536,18.118122,18.190278
BCS,Denunciaron al millonario que apoyó económicamente al equipo de inversores.,They denounced the millionaire that economically supported the team of investors.,SAA,30,5,6,7-8,9-10,22.281555,2.765585,17.053774,4.649872,16.148866,18.861132,2.746437,5.81817,1.045717,11.695385,,,,,16.148866,18.861132,8.564607,12.741102
BCS,Denunciaron el presupuesto que apoyó económicamente al equipo de inversores.,They denounced the budget that economically supported the team of investors.,SIA,30,5,6,7-8,9-10,22.281555,3.476522,8.139627,3.560218,15.018498,22.129693,3.367572,6.120667,0.988182,12.458875,,,,,15.018498,22.129693,9.488239,13.447057
BCS,Denunciaron al millonario que apoyó económicamente el equipo de inversores.,They denounced the millionaire that the team of investors economically supported.,OAA,30,5,6,7-8,9-10,22.281555,2.765585,17.053774,4.649872,16.148866,18.861132,2.738625,7.685088,1.06081,11.947926,,,,,16.148866,18.861132,10.423713,13.008736
BCS,Denunciaron el presupuesto que apoyó económicamente el equipo de inversores.,They denounced the budget that the team of investors economically supported.,OIA,30,5,6,7-8,9-10,22.281555,3.476522,8.139627,3.560218,15.018498,22.129693,3.101947,7.699143,1.023256,12.718224,,,,,15.018498,22.129693,10.80109,13.74148
BCS,El reportero conocía al político que captó rápidamente al público en el mitin.,The reporter knew the politician that quickly captured the attention of the audience at the rally.,SAA,31,7,8,9-10,11-13,8.497128,13.04158,17.737958,4.244149,8.808082,4.379081,12.628269,11.634047,4.290295,6.858564,3.465377,1.793296,13.239501,,12.628269,11.634047,11.148859,18.498174
BCS,El reportero conocía el discurso que captó rápidamente al público en el mitin.,The reporter knew the speech that quickly captured the attention of the audience at the rally.,SIA,31,7,8,9-10,11-13,8.497128,13.04158,17.737958,3.048836,6.922963,3.72381,12.569462,10.655986,4.507185,6.749605,3.164811,1.875343,13.201596,,12.569462,10.655986,11.25679,18.24175
BCS,El reportero conocía al político que captó rápidamente el público en el mitin.,The reporter knew the politician that the audience quickly captured the attention of at the rally.,OAA,31,7,8,9-10,11-13,8.497128,13.04158,17.737958,4.244149,8.808082,4.379081,12.628269,11.634047,3.501233,7.844095,3.428528,1.790438,13.062558,,12.628269,11.634047,11.345328,18.281524
BCS,El reportero conocía el discurso que captó rápidamente el público en el mitin.,The reporter knew the speech that the audience quickly grasped at the rally.,OIA,31,7,8,9-10,11-13,8.497128,13.04158,17.737958,3.048836,6.922963,3.72381,12.569462,10.655986,3.315779,7.852287,3.143209,1.881775,12.980554,,12.569462,10.655986,11.168066,18.005538
BCS,El público aplaudió al jugador que superó fácilmente al defensa en el partido.,The audience applauded the player that easily overcame the defence at the match.,SAA,32,7,8,9-10,11-13,8.497128,10.994537,8.391865,5.816842,6.885518,3.734949,8.875582,11.677473,3.03974,8.341136,3.737976,1.766603,4.083786,,8.875582,11.677473,11.380876,9.588365
BCS,El público aplaudió la jugada que superó fácilmente al defensa en el partido.,The audience applauded the movement that easily overcame the defence at the match.,SIA,32,7,8,9-10,11-13,8.497128,10.994537,8.391865,2.637154,9.791698,7.675638,10.126514,11.431011,3.249932,8.473716,3.720204,1.73476,5.30139,,10.126514,11.431011,11.723648,10.756354
BCS,El público aplaudió al jugador que superó fácilmente el defensa en el partido.,The audience applauded the player that the defence easily overcame at the match.,OAA,32,7,8,9-10,11-13,8.497128,10.994537,8.391865,5.816842,6.885518,3.734949,8.875582,11.677473,2.625677,9.124994,3.932629,1.777779,4.030983,,8.875582,11.677473,11.750671,9.741391
BCS,El público aplaudió la jugada que superó fácilmente el defensa en el partido.,The audience applauded the movement that the defence easily overcame at the match.,OIA,32,7,8,9-10,11-13,8.497128,10.994537,8.391865,2.637154,9.791698,7.675638,10.126514,11.431011,2.796807,8.767383,3.843653,1.750673,5.221333,,10.126514,11.431011,11.56419,10.815659
BCS,Encontraron al terrorista que disparó violentamente al policía en el atentado.,They found the terrorist that violently shot the policeman in the attack.,SAA,33,5,6,7-8,9-11,28.976908,7.670232,9.282771,4.840221,14.26857,13.702713,4.121366,7.425047,2.727417,1.741846,13.972332,,,,14.26857,13.702713,11.546413,18.441595
BCS,Encontraron el arma que disparó violentamente al policía en el atentado.,They found the weapon that violently shot the policeman in the attack.,SIA,33,5,6,7-8,9-11,28.976908,7.424138,8.107867,3.681667,12.540516,12.590126,3.960494,6.049415,3.337075,1.780539,13.33121,,,,12.540516,12.590126,10.009909,18.448824
BCS,Encontraron al terrorista que disparó violentamente el policía en el atentado.,They found the terrorist that the police violently shot in the attack.,OAA,33,5,6,7-8,9-11,28.976908,7.670232,9.282771,4.840221,14.26857,13.702713,3.379178,9.060453,2.796656,1.771649,14.013022,,,,14.26857,13.702713,12.439631,18.581327
BCS,Encontraron el arma que disparó violentamente el policía en el atentado.,They found the weapon that the police violently shot in the attack.,OIA,33,5,6,7-8,9-11,28.976908,7.424138,8.107867,3.681667,12.540516,12.590126,3.921431,9.063078,3.342565,1.786486,13.769454,,,,12.540516,12.590126,12.984509,18.898505
BCS,Vieron al camionero que empujó brutalmente al conductor fuera de la vía.,They saw the trucker that brutally pushed the driver out of the way.,SAA,34,5,6,7-8,9-12,20.889938,8.760534,18.787548,7.271427,18.847624,14.837877,3.777417,8.525881,8.062232,1.134297,1.821434,9.770287,,,18.847624,14.837877,12.303298,20.78825
BCS,Vieron al coche que empujó brutalmente al conductor fuera de la vía.,They saw the car that brutally pushed the driver out of the way.,SIA,34,5,6,7-8,9-12,20.889938,8.760534,9.713275,7.404876,16.165382,14.656457,3.79802,8.454426,7.8165,1.786521,2.059867,9.3729,,,16.165382,14.656457,12.252446,21.035788
BCS,Vieron al camionero que empujó brutalmente el conductor fuera de la vía.,They saw the trucker that the driver brutally pushed out of the way.,OAA,34,5,6,7-8,9-12,20.889938,8.760534,18.787548,7.271427,18.847624,14.837877,3.246167,8.748042,8.026043,1.162847,1.800343,9.67124,,,18.847624,14.837877,11.994209,20.660473
BCS,Vieron al coche que empujó brutalmente el conductor fuera de la vía.,They show the car that the driver brutally pushed out of the way.,OIA,34,5,6,7-8,9-12,20.889938,8.760534,9.713275,7.404876,16.165382,14.656457,3.282395,8.762174,7.755594,1.954525,2.011289,9.225478,,,16.165382,14.656457,12.044569,20.946886
BCS,Acabaron con el soplón que descubrió sagazmente al agente de seguridad nacional.,They finished with the informer that astutely discovered the agent of national security.,SAA,35,6,7,8-9,10-12,26.271907,12.277827,4.565482,25.474636,8.169184,14.958988,21.635123,4.656577,10.316267,3.173111,9.2229,4.597473,,,14.958988,21.635123,14.972844,16.993484
BCS,Acabaron con la conspiración que descubrió sagazmente al agente de seguridad nacional.,They finished with the conspiracy that astutely revealed the agent of national security.,SIA,35,6,7,8-9,10-12,26.271907,12.277827,4.167045,16.888392,5.135277,14.931477,20.25504,4.455095,9.541689,2.838521,8.437217,3.308884,,,14.931477,20.25504,13.996784,14.584622
BCS,Acabaron con el soplón que descubrió sagazmente el agente de seguridad nacional.,They finished with the informer that the agent of national security astutely discovered.,OAA,35,6,7,8-9,10-12,26.271907,12.277827,4.565482,25.474636,8.169184,14.958988,21.635123,4.043296,9.809494,3.157013,9.189015,4.551986,,,14.958988,21.635123,13.85279,16.898014
BCS,Acabaron con la conspiración que descubrió sagazmente el agente de seguridad nacional.,They finished with the conspiracy that the agent of national security astutely discovered.,OIA,35,6,7,8-9,10-12,26.271907,12.277827,4.167045,16.888392,5.135277,14.931477,20.25504,3.947283,9.432237,2.788488,8.413956,3.364071,,,14.931477,20.25504,13.37952,14.566515
BCS,Promocionaron al novato que ganó esa semana al ajedrecista en el campeonato.,They promoted the rookie that beat the chess player in the championship this week.,SAA,36,5,6-7,8-9,10-12,33.223788,8.750174,16.769978,9.273085,9.988815,9.580952,3.211449,6.474887,26.621523,4.238453,2.138396,8.761665,,,9.988815,12.792401,33.09641,15.138514
BCS,Promocionaron el ordenador que ganó esa semana el ajedrecista en el campeonato.,They promoted the computer that beat the chess player in the championship this week.,SIA,36,5,6-7,8-9,10-12,33.223788,10.405447,11.815277,8.654766,9.792909,8.819748,3.42898,3.832472,27.41478,4.159743,2.298837,14.074845,,,9.792909,12.248728,31.247252,20.533425
BCS,Promocionaron al novato que ganó esa semana el ajedrecista en el campeonato.,They promoted the rookie that the chess player beat this week in the championship.,OAA,36,5,6-7,8-9,10-12,33.223788,8.750174,16.769978,9.273085,9.988815,9.580952,3.211449,4.896762,27.471073,4.261711,2.19128,8.744922,,,9.988815,12.792401,32.367835,15.197913
BCS,Promocionaron el ordenador que ganó esa semana al ajedrecista en el campeonato.,They promoted the computer that the chess player beat this week in the championship.,OIA,36,5,6-7,8-9,10-12,33.223788,10.405447,11.815277,8.654766,9.792909,8.819748,3.42898,6.195753,26.202039,4.016774,2.237419,13.82086,,,9.792909,12.248728,32.397792,20.075053
